delay,ion_tRecX,ion_QS,ion_NA_GASFIR,ion_NA_SFA,ion_NA_reconstructed_GASFIR,ion_NA_reconstructed_SFA
264.99,0.004094,6.316013200780013e-06,0.0002222871305901375,0.00027700374377059855,0.00022231179984788518,(0.0002754523243999607+0j)
244.98,0.00409,6.316013200780013e-06,0.00022228695920778474,0.00027705090977592217,0.0002223117998479962,(0.00027545232440029377+0j)
224.97,0.004089,6.316013200780013e-06,0.00022228727561124373,0.00027712793298717564,0.000222311799846997,(0.0002754523243950757+0j)
204.95,0.004094,6.316013200780013e-06,0.00022228691262538014,0.00027712103272037325,0.0002223117998350066,(0.0002754523243303497+0j)
184.94,0.004097,6.316013200780013e-06,0.0002222871796306869,0.00027701418590042604,0.0002223117999350377,(0.00027545232487458104+0j)
164.93,0.004095,6.316013200780013e-06,0.00022228715402405896,0.00027700192568391735,0.00022231179955856106,(0.0002754523231236483+0j)
144.91,0.00409,6.316013200780013e-06,0.00022228641469279609,0.0002770366045440342,0.0002223117994009094,(0.0002754522932892911+0j)
124.9,0.004088,6.316013175244883e-06,0.0002222850689176381,0.00027713601640266816,0.00022231162216157507,(0.00027545472653556224+0j)
104.88,0.004093,6.316047910348566e-06,0.00022231665280647572,0.00027668449624385083,0.00022231150085172402,(0.00027545863543421145+0j)
84.87,0.004097,6.315458138228536e-06,0.00022222328068521868,0.00027629531606976343,0.00022241106735221283,(0.0002750586263307042+0j)
64.86,0.004111,6.324011503022753e-06,0.0002227584511798053,0.00028070211756325847,0.00022191514247926758,(0.00027702787632166714+0j)
60.53,0.00409,6.349686795692477e-06,0.00022313093004222573,0.00027966501417564515,0.0002226111763158345,(0.00027534831837061624+0j)
56.21,0.004072,6.371766622215169e-06,0.00022319979870044637,0.0002766190368146404,0.00022358478351025557,(0.0002726256729685961+0j)
51.89,0.00407,6.3502330880371716e-06,0.00022252968755387403,0.00027369275016009276,0.00022380723044967965,(0.00027112689586827887+0j)
47.56,0.004075,6.257329695946723e-06,0.00022077262724617963,0.000272632130233208,0.0002223853003782139,(0.00027309266668074095+0j)
43.24,0.004092,6.132913081602354e-06,0.00021870144708291406,0.0002735949984938868,0.00021978268568678683,(0.0002782268904378826+0j)
38.91,0.004127,6.089010514687132e-06,0.00021833851460528741,0.0002757667475983272,0.00021809233208580636,(0.00028287429524809227+0j)
34.59,0.004151,6.233895071594553e-06,0.00022137349404427464,0.0002788949638100613,0.00021959917954794683,(0.00028241023544550714+0j)
30.27,0.004132,6.556247927336223e-06,0.00022728086635204203,0.00028329617570044263,0.00022439838946475277,(0.00027564824514070274+0j)
25.94,0.004098,6.856451445269585e-06,0.00023254609076128752,0.00028752900352668753,0.0002294417458212905,(0.0002669859425654675+0j)
21.62,0.004102,6.840688120179905e-06,0.00023213182965808876,0.0002874227060197798,0.00023038223504157074,(0.00026370569136102695+0j)
17.3,0.004117,6.414480136940348e-06,0.00022417103869964983,0.00027987901930248693,0.0002253359579071912,(0.0002696153876275975+0j)
12.97,0.004062,5.83885652516436e-06,0.0002131532737883468,0.00026771313144791087,0.0002170279582811574,(0.0002810426895705209+0j)
8.65,0.003951,5.523328187706511e-06,0.00020700532440831587,0.0002594527995080087,0.00021128063542519282,(0.00028900911349705183+0j)
4.32,0.003929,5.708807647386571e-06,0.0002107178200366766,0.00026259129004169157,0.00021243118035219055,(0.0002867922190225025+0j)
0.0,0.004077,6.329159212392632e-06,0.00022269961233178925,0.000276649813321983,0.00021985364016474662,(0.00027585876881996985+0j)
-4.32,0.004266,6.994260835613275e-06,0.00023509946982613883,0.00029235147724526733,0.00022845327945975047,(0.00026484389986569656+0j)
-8.65,0.004306,7.211273183038713e-06,0.00023905576259197758,0.00029840645921985764,0.00023269659287883382,(0.0002622707105425226+0j)
-12.97,0.004175,6.842763787373585e-06,0.00023237869951897583,0.0002906964706536064,0.00023058851046220408,(0.0002695179765002109+0j)
