delay,ion_tRecX,ion_QS,ion_NA_GASFIR,ion_NA_SFA,ion_NA_reconstructed_GASFIR,ion_NA_reconstructed_SFA
264.99,0.004094,6.316013200780013e-06,0.00022333086406289837,0.00028924783884309857,0.00022335576543219826,(0.00030248691146739226+0j)
244.98,0.00409,6.316013200780013e-06,0.0002233306909037447,0.0002900526985731844,0.00022335576543230928,(0.0003024869114676143+0j)
224.97,0.004089,6.316013200780013e-06,0.00022333101030369562,0.00029125081662728647,0.00022335576543131008,(0.0003024869114620632+0j)
204.95,0.004094,6.316013200780013e-06,0.00022333064409718606,0.0002903491952036541,0.00022335576541920865,(0.00030248691144685314+0j)
184.94,0.004097,6.316013200780013e-06,0.0002233309131932648,0.00028674234252401565,0.00022335576552079406,(0.00030248691163003993+0j)
164.93,0.004095,6.316013200780013e-06,0.000223330887895834,0.0002843743200650062,0.00022335576513954347,(0.0003024869095376026+0j)
144.91,0.00409,6.316013200780013e-06,0.0002233301424077183,0.0002875134279765046,0.00022335576497267695,(0.000302486864682483+0j)
124.9,0.004088,6.316013175244883e-06,0.0002233287912113413,0.00029531479177069553,0.00022335558750996576,(0.0003024908580150365+0j)
104.88,0.004093,6.316047910348566e-06,0.00022336057210969873,0.00030160180897087496,0.00022335546316964994,(0.0003024829025060072+0j)
84.87,0.004097,6.315458138228536e-06,0.00022326706399655727,0.0003034438156299668,0.00022345548362712186,(0.0003022417835617519+0j)
64.86,0.004111,6.324011503022753e-06,0.0002238043354861885,0.00030752189157468024,0.00022295729876609105,(0.00030347903752758754+0j)
60.53,0.00409,6.349686795692477e-06,0.00022417970513677332,0.00030654602883029014,0.00022365654749423314,(0.0003032515960885718+0j)
56.21,0.004072,6.371766622215169e-06,0.00022424968763390396,0.0003034992388718516,0.00022463463357913493,(0.0003024183140797332+0j)
51.89,0.00407,6.3502330880371716e-06,0.00022357628308133926,0.00030002780618298974,0.00022485809454664274,(0.0003012824407242487+0j)
