delay,ion_tRecX,ion_QS,ion_NA_GASFIR,ion_NA_SFA,ion_NA_reconstructed_GASFIR,ion_NA_reconstructed_SFA
264.99,0.004094,6.316013200780013e-06,0.00022229436870546682,0.00027176833640973896,nan,(nan+nanj)
244.98,0.00409,6.316013200780013e-06,0.00022229377758076208,0.0002731105696999192,nan,(nan+nanj)
224.97,0.004089,6.316013200780013e-06,0.00022229514893756797,0.00027530947369536207,nan,(nan+nanj)
204.95,0.004094,6.316013200780013e-06,0.00022229333805601215,0.0002763812089138229,nan,(nan+nanj)
184.94,0.004097,6.316013200780013e-06,0.00022229492364378434,0.00026955469177225577,nan,(nan+nanj)
164.93,0.004095,6.316013200780013e-06,0.00022229436950427228,0.00025948635835837397,nan,(nan+nanj)
144.91,0.00409,6.316013200780013e-06,0.0002222933111480918,0.0002731941420678341,nan,(nan+nanj)
124.9,0.004088,6.316013200780013e-06,0.00022229679802854285,0.00027225134716390986,nan,(nan+nanj)
104.88,0.004093,6.316013200780013e-06,0.00022228933766377246,0.00027226275915426257,nan,(nan+nanj)
84.87,0.004097,6.316012998497378e-06,0.00022219055695016365,0.0002723312185970439,nan,(nan+nanj)
64.86,0.004111,6.316496353853118e-06,0.0002219938611636163,0.0002726611439631821,nan,(nan+nanj)
60.53,0.00409,6.31649580229432e-06,0.00022210845481607233,0.0002727034714542498,nan,(nan+nanj)
56.21,0.004072,6.315143720847516e-06,0.00022261722657201943,0.0002721425159536439,nan,(nan+nanj)
51.89,0.00407,6.312758461524126e-06,0.00022254134697918815,0.0002710244864524425,nan,(nan+nanj)
47.56,0.004075,6.311545344361846e-06,0.00022148723993276054,0.00027050262670424985,nan,(nan+nanj)
43.24,0.004092,6.309865872355935e-06,0.00022098406913639845,0.000272078391186259,nan,(nan+nanj)
38.91,0.004127,6.300191860986182e-06,0.0002223490345426571,0.00027496132793247696,nan,(nan+nanj)
34.59,0.004151,6.292606143709634e-06,0.0002238914988075269,0.00027525954376494965,nan,(nan+nanj)
30.27,0.004132,6.3423407541396415e-06,0.0002238886090443204,0.0002720224204429966,nan,(nan+nanj)
25.94,0.004098,6.492661338453054e-06,0.00022449368500299105,0.0002708588475923701,nan,(nan+nanj)
21.62,0.004102,6.6262421312135444e-06,0.00022719208055688167,0.00027521655026196967,nan,(nan+nanj)
17.3,0.004117,6.487781175179563e-06,0.00022698822019873166,0.00027817217308256925,nan,(nan+nanj)
12.97,0.004062,6.027785982132272e-06,0.00021880369795046484,0.00027129197276509753,nan,(nan+nanj)
8.65,0.003951,5.616494349824919e-06,0.00020838368298192744,0.00025970464585900466,nan,(nan+nanj)
4.32,0.003929,5.7000328416156876e-06,0.000208589665073311,0.00025857069085299944,nan,(nan+nanj)
0.0,0.004077,6.329775560365292e-06,0.00022274203278505045,0.00027260800948236685,nan,(nan+nanj)
-4.32,0.004266,7.001268627848667e-06,0.00023728728741700955,0.00028699790324249186,nan,(nan+nanj)
-8.65,0.004306,7.0964147075303075e-06,0.0002375949285730039,0.00028577936954221617,nan,(nan+nanj)
-12.97,0.004175,6.631099977449928e-06,0.00022656641866924954,0.00027352883437581355,nan,(nan+nanj)
-17.3,0.004029,6.155731723689328e-06,0.00021824455017471767,0.00026677683878706393,nan,(nan+nanj)
-21.62,0.004001,6.0221392285120245e-06,0.00021811543742211725,0.0002700769786606605,nan,(nan+nanj)
-25.94,0.004066,6.146171424581404e-06,0.00022053614890449325,0.00027410566643015777,nan,(nan+nanj)
-30.27,0.004118,6.291590294527083e-06,0.00022107052336195476,0.000272668841812429,nan,(nan+nanj)
-34.59,0.004113,6.3420566306371384e-06,0.00022112616298863852,0.0002695438192028554,nan,(nan+nanj)
-38.91,0.004083,6.333094000443573e-06,0.00022244678834248965,0.0002697442370768188,nan,(nan+nanj)
-43.24,0.00407,6.3223742796658655e-06,0.0002236807980996458,0.0002725098450937491,nan,(nan+nanj)
-47.56,0.004081,6.320863417785816e-06,0.000223239251459173,0.000274103310663687,nan,(nan+nanj)
-51.89,0.004097,6.319513118802078e-06,0.000222084343761364,0.0002734696861289576,nan,(nan+nanj)
-56.21,0.004103,6.31691904262599e-06,0.0002219299534095276,0.0002723884665205567,nan,(nan+nanj)
-60.53,0.004098,6.3155362304279095e-06,0.00022251246652305046,0.0002718995092807486,nan,(nan+nanj)
-64.86,0.00409,6.315534245571186e-06,0.0002226099070822274,0.00027183215946813277,nan,(nan+nanj)
-84.87,0.004093,6.316013403062648e-06,0.000222378699915593,0.0002722089960344176,nan,(nan+nanj)
-104.88,0.004094,6.316013200780013e-06,0.00022229494390269,0.0002722203048520777,nan,(nan+nanj)
-124.9,0.004093,6.316013200780013e-06,0.0002222954280085565,0.0002722481351790096,nan,(nan+nanj)
-144.91,0.004093,6.316013200780013e-06,0.00022229326898381974,0.0002713337675880334,nan,(nan+nanj)
-164.93,0.004094,6.316013200780013e-06,0.00022229450557342822,0.00028443461428706573,nan,(nan+nanj)
-184.94,0.004092,6.316013200780013e-06,0.00022229470365198178,0.00027454246661551274,nan,(nan+nanj)
-204.95,0.004095,6.316013200780013e-06,0.00022229355393565964,0.00026832094117701377,nan,(nan+nanj)
-224.97,0.004094,6.316013200780013e-06,0.00022229508569315826,0.0002696066192070523,nan,(nan+nanj)
-244.98,0.004094,6.316013200780013e-06,0.00022229373255633345,0.00027196114250416237,nan,(nan+nanj)
-264.99,0.004095,6.316013200780013e-06,0.0002222944957436246,0.00027311911368932407,nan,(nan+nanj)
